replicate,method,category,common_genes,category_genes,called,call_fraction
75,diffxpy,ee,3962,3121,8,0.00256328099967959
75,diffxpy,ep,3962,436,1,0.0022935779816513763
75,DESeq2,de,3962,104,104,1.0
75,DESeq2,dp,3962,96,91,0.9479166666666666
75,DESeq2,dm,3962,114,110,0.9649122807017544
75,DESeq2,db,3962,91,40,0.43956043956043955
75,DESeq2,ee,3962,3121,28,0.008971483498878564
75,DESeq2,ep,3962,436,0,0.0
76,DUET,de,3968,101,93,0.9207920792079208
76,DUET,dp,3968,125,101,0.808
76,DUET,dm,3968,109,85,0.7798165137614679
76,DUET,db,3968,108,62,0.5740740740740741
76,DUET,ee,3968,3174,1352,0.42596093257718964
76,DUET,ep,3968,351,189,0.5384615384615384
76,MAST,de,3968,101,93,0.9207920792079208
76,MAST,dp,3968,125,101,0.808
76,MAST,dm,3968,109,84,0.7706422018348624
76,MAST,db,3968,108,62,0.5740740740740741
76,MAST,ee,3968,3174,1324,0.4171392564587272
76,MAST,ep,3968,351,186,0.5299145299145299
76,wilcoxon,de,3968,101,87,0.8613861386138614
76,wilcoxon,dp,3968,125,75,0.6
76,wilcoxon,dm,3968,109,71,0.6513761467889908
76,wilcoxon,db,3968,108,22,0.2037037037037037
76,wilcoxon,ee,3968,3174,137,0.04316320100819156
76,wilcoxon,ep,3968,351,18,0.05128205128205128
76,diffxpy,de,3968,101,98,0.9702970297029703
76,diffxpy,dp,3968,125,109,0.872
76,diffxpy,dm,3968,109,98,0.8990825688073395
76,diffxpy,db,3968,108,40,0.37037037037037035
76,diffxpy,ee,3968,3174,25,0.007876496534341524
76,diffxpy,ep,3968,351,1,0.002849002849002849
76,DESeq2,de,3968,101,100,0.9900990099009901
76,DESeq2,dp,3968,125,117,0.936
76,DESeq2,dm,3968,109,105,0.963302752293578
76,DESeq2,db,3968,108,38,0.35185185185185186
76,DESeq2,ee,3968,3174,39,0.012287334593572778
76,DESeq2,ep,3968,351,0,0.0
77,DUET,de,3982,118,93,0.788135593220339
77,DUET,dp,3982,90,57,0.6333333333333333
77,DUET,dm,3982,102,61,0.5980392156862745
77,DUET,db,3982,90,10,0.1111111111111111
77,DUET,ee,3982,3178,0,0.0
77,DUET,ep,3982,404,0,0.0
77,MAST,de,3982,118,93,0.788135593220339
77,MAST,dp,3982,90,57,0.6333333333333333
77,MAST,dm,3982,102,61,0.5980392156862745
77,MAST,db,3982,90,10,0.1111111111111111
77,MAST,ee,3982,3178,0,0.0
77,MAST,ep,3982,404,0,0.0
77,wilcoxon,de,3982,118,94,0.7966101694915254
77,wilcoxon,dp,3982,90,63,0.7
77,wilcoxon,dm,3982,102,66,0.6470588235294118
77,wilcoxon,db,3982,90,18,0.2
77,wilcoxon,ee,3982,3178,0,0.0
77,wilcoxon,ep,3982,404,0,0.0
77,diffxpy,de,3982,118,113,0.9576271186440678
77,diffxpy,dp,3982,90,83,0.9222222222222223
77,diffxpy,dm,3982,102,93,0.9117647058823529
77,diffxpy,db,3982,90,63,0.7
77,diffxpy,ee,3982,3178,6,0.0018879798615481435
77,diffxpy,ep,3982,404,1,0.0024752475247524753
77,DESeq2,de,3982,118,118,1.0
77,DESeq2,dp,3982,90,83,0.9222222222222223
77,DESeq2,dm,3982,102,97,0.9509803921568627
77,DESeq2,db,3982,90,56,0.6222222222222222
77,DESeq2,ee,3982,3178,10,0.0031466331025802393
77,DESeq2,ep,3982,404,5,0.012376237623762377
78,DUET,de,3970,114,97,0.8508771929824561
78,DUET,dp,3970,101,58,0.5742574257425742
78,DUET,dm,3970,108,61,0.5648148148148148
78,DUET,db,3970,94,27,0.2872340425531915
78,DUET,ee,3970,3138,0,0.0
78,DUET,ep,3970,415,0,0.0
78,MAST,de,3970,114,97,0.8508771929824561
78,MAST,dp,3970,101,58,0.5742574257425742
78,MAST,dm,3970,108,61,0.5648148148148148
78,MAST,db,3970,94,27,0.2872340425531915
78,MAST,ee,3970,3138,0,0.0
78,MAST,ep,3970,415,0,0.0
78,wilcoxon,de,3970,114,93,0.8157894736842105
78,wilcoxon,dp,3970,101,61,0.6039603960396039
78,wilcoxon,dm,3970,108,68,0.6296296296296297
78,wilcoxon,db,3970,94,25,0.26595744680851063
78,wilcoxon,ee,3970,3138,2,0.0006373486297004461
78,wilcoxon,ep,3970,415,0,0.0
78,diffxpy,de,3970,114,113,0.9912280701754386
78,diffxpy,dp,3970,101,90,0.8910891089108911
78,diffxpy,dm,3970,108,95,0.8796296296296297
78,diffxpy,db,3970,94,70,0.7446808510638298
78,diffxpy,ee,3970,3138,8,0.0025493945188017845
78,diffxpy,ep,3970,415,1,0.0024096385542168677
78,DESeq2,de,3970,114,114,1.0
78,DESeq2,dp,3970,101,95,0.9405940594059405
78,DESeq2,dm,3970,108,103,0.9537037037037037
78,DESeq2,db,3970,94,58,0.6170212765957447
78,DESeq2,ee,3970,3138,19,0.006054811982154238
78,DESeq2,ep,3970,415,4,0.00963855421686747
79,DUET,de,3977,101,84,0.8316831683168316
79,DUET,dp,3977,99,54,0.5454545454545454
79,DUET,dm,3977,81,56,0.691358024691358
79,DUET,db,3977,124,36,0.2903225806451613
79,DUET,ee,3977,3196,0,0.0
79,DUET,ep,3977,376,0,0.0
79,MAST,de,3977,101,84,0.8316831683168316
79,MAST,dp,3977,99,53,0.5353535353535354
79,MAST,dm,3977,81,56,0.691358024691358
79,MAST,db,3977,124,36,0.2903225806451613
79,MAST,ee,3977,3196,0,0.0
79,MAST,ep,3977,376,0,0.0
79,wilcoxon,de,3977,101,85,0.8415841584158416
79,wilcoxon,dp,3977,99,62,0.6262626262626263
79,wilcoxon,dm,3977,81,58,0.7160493827160493
79,wilcoxon,db,3977,124,42,0.3387096774193548
79,wilcoxon,ee,3977,3196,0,0.0
79,wilcoxon,ep,3977,376,0,0.0
79,diffxpy,de,3977,101,98,0.9702970297029703
79,diffxpy,dp,3977,99,87,0.8787878787878788
79,diffxpy,dm,3977,81,78,0.9629629629629629
79,diffxpy,db,3977,124,91,0.7338709677419355
79,diffxpy,ee,3977,3196,14,0.004380475594493116
79,diffxpy,ep,3977,376,2,0.005319148936170213
79,DESeq2,de,3977,101,101,1.0
79,DESeq2,dp,3977,99,92,0.9292929292929293
79,DESeq2,dm,3977,81,78,0.9629629629629629
79,DESeq2,db,3977,124,99,0.7983870967741935
79,DESeq2,ee,3977,3196,17,0.005319148936170213
79,DESeq2,ep,3977,376,4,0.010638297872340425
80,DUET,de,3981,98,83,0.8469387755102041
80,DUET,dp,3981,95,63,0.6631578947368421
80,DUET,dm,3981,86,61,0.7093023255813954
80,DUET,db,3981,94,29,0.30851063829787234
80,DUET,ee,3981,3195,0,0.0
80,DUET,ep,3981,413,0,0.0
80,MAST,de,3981,98,83,0.8469387755102041
80,MAST,dp,3981,95,63,0.6631578947368421
80,MAST,dm,3981,86,61,0.7093023255813954
80,MAST,db,3981,94,29,0.30851063829787234
80,MAST,ee,3981,3195,0,0.0
80,MAST,ep,3981,413,0,0.0
80,wilcoxon,de,3981,98,85,0.8673469387755102
80,wilcoxon,dp,3981,95,63,0.6631578947368421
80,wilcoxon,dm,3981,86,60,0.6976744186046512
80,wilcoxon,db,3981,94,35,0.3723404255319149
80,wilcoxon,ee,3981,3195,0,0.0
80,wilcoxon,ep,3981,413,0,0.0
80,diffxpy,de,3981,98,97,0.9897959183673469
80,diffxpy,dp,3981,95,90,0.9473684210526315
80,diffxpy,dm,3981,86,80,0.9302325581395349
80,diffxpy,db,3981,94,75,0.7978723404255319
80,diffxpy,ee,3981,3195,7,0.002190923317683881
80,diffxpy,ep,3981,413,1,0.002421307506053269
80,DESeq2,de,3981,98,98,1.0
80,DESeq2,dp,3981,95,94,0.9894736842105263
80,DESeq2,dm,3981,86,84,0.9767441860465116
80,DESeq2,db,3981,94,70,0.7446808510638298
80,DESeq2,ee,3981,3195,25,0.00782472613458529
80,DESeq2,ep,3981,413,1,0.002421307506053269
81,DUET,de,3987,107,83,0.7757009345794392
81,DUET,dp,3987,119,71,0.5966386554621849
81,DUET,dm,3987,108,72,0.6666666666666666
81,DUET,db,3987,110,48,0.43636363636363634
81,DUET,ee,3987,3158,0,0.0
81,DUET,ep,3987,385,0,0.0
81,MAST,de,3987,107,83,0.7757009345794392
81,MAST,dp,3987,119,71,0.5966386554621849
81,MAST,dm,3987,108,72,0.6666666666666666
81,MAST,db,3987,110,47,0.42727272727272725
81,MAST,ee,3987,3158,0,0.0
81,MAST,ep,3987,385,0,0.0
81,wilcoxon,de,3987,107,81,0.7570093457943925
81,wilcoxon,dp,3987,119,67,0.5630252100840336
81,wilcoxon,dm,3987,108,71,0.6574074074074074
81,wilcoxon,db,3987,110,31,0.2818181818181818
81,wilcoxon,ee,3987,3158,9,0.002849905003166561
81,wilcoxon,ep,3987,385,2,0.005194805194805195
81,diffxpy,de,3987,107,105,0.9813084112149533
81,diffxpy,dp,3987,119,109,0.9159663865546218
81,diffxpy,dm,3987,108,97,0.8981481481481481
81,diffxpy,db,3987,110,80,0.7272727272727273
81,diffxpy,ee,3987,3158,3,0.0009499683343888537
81,diffxpy,ep,3987,385,1,0.0025974025974025974
81,DESeq2,de,3987,107,104,0.9719626168224299
81,DESeq2,dp,3987,119,112,0.9411764705882353
81,DESeq2,dm,3987,108,102,0.9444444444444444
81,DESeq2,db,3987,110,84,0.7636363636363637
81,DESeq2,ee,3987,3158,22,0.006966434452184927
81,DESeq2,ep,3987,385,1,0.0025974025974025974
82,DUET,de,3965,119,101,0.8487394957983193
82,DUET,dp,3965,93,59,0.6344086021505376
82,DUET,dm,3965,96,64,0.6666666666666666
82,DUET,db,3965,117,19,0.1623931623931624
82,DUET,ee,3965,3102,0,0.0
82,DUET,ep,3965,438,0,0.0
82,MAST,de,3965,119,101,0.8487394957983193
82,MAST,dp,3965,93,59,0.6344086021505376
82,MAST,dm,3965,96,64,0.6666666666666666
82,MAST,db,3965,117,19,0.1623931623931624
82,MAST,ee,3965,3102,0,0.0
82,MAST,ep,3965,438,0,0.0
82,wilcoxon,de,3965,119,101,0.8487394957983193
82,wilcoxon,dp,3965,93,62,0.6666666666666666
82,wilcoxon,dm,3965,96,68,0.7083333333333334
82,wilcoxon,db,3965,117,27,0.23076923076923078
82,wilcoxon,ee,3965,3102,3,0.0009671179883945841
82,wilcoxon,ep,3965,438,0,0.0
82,diffxpy,de,3965,119,115,0.9663865546218487
82,diffxpy,dp,3965,93,91,0.978494623655914
82,diffxpy,dm,3965,96,89,0.9270833333333334
82,diffxpy,db,3965,117,68,0.5811965811965812
82,diffxpy,ee,3965,3102,23,0.007414571244358479
82,diffxpy,ep,3965,438,3,0.00684931506849315
82,DESeq2,de,3965,119,116,0.9747899159663865
82,DESeq2,dp,3965,93,90,0.967741935483871
82,DESeq2,dm,3965,96,94,0.9791666666666666
82,DESeq2,db,3965,117,75,0.6410256410256411
82,DESeq2,ee,3965,3102,26,0.008381689232753063
82,DESeq2,ep,3965,438,5,0.01141552511415525
83,DUET,de,3997,107,92,0.8598130841121495
83,DUET,dp,3997,107,75,0.7009345794392523
83,DUET,dm,3997,96,69,0.71875
83,DUET,db,3997,103,54,0.5242718446601942
83,DUET,ee,3997,3191,0,0.0
83,DUET,ep,3997,393,0,0.0
83,MAST,de,3997,107,92,0.8598130841121495
83,MAST,dp,3997,107,75,0.7009345794392523
83,MAST,dm,3997,96,69,0.71875
83,MAST,db,3997,103,54,0.5242718446601942
83,MAST,ee,3997,3191,0,0.0
83,MAST,ep,3997,393,0,0.0
83,wilcoxon,de,3997,107,95,0.8878504672897196
83,wilcoxon,dp,3997,107,90,0.8411214953271028
83,wilcoxon,dm,3997,96,79,0.8229166666666666
83,wilcoxon,db,3997,103,67,0.6504854368932039
83,wilcoxon,ee,3997,3191,0,0.0
83,wilcoxon,ep,3997,393,0,0.0
83,diffxpy,de,3997,107,104,0.9719626168224299
83,diffxpy,dp,3997,107,104,0.9719626168224299
83,diffxpy,dm,3997,96,90,0.9375
83,diffxpy,db,3997,103,100,0.970873786407767
83,diffxpy,ee,3997,3191,69,0.02162331557505484
83,diffxpy,ep,3997,393,10,0.02544529262086514
83,DESeq2,de,3997,107,105,0.9813084112149533
83,DESeq2,dp,3997,107,104,0.9719626168224299
83,DESeq2,dm,3997,96,91,0.9479166666666666
83,DESeq2,db,3997,103,92,0.8932038834951457
83,DESeq2,ee,3997,3191,9,0.002820432466311501
83,DESeq2,ep,3997,393,0,0.0
84,DUET,de,3995,89,81,0.9101123595505618
84,DUET,dp,3995,106,81,0.7641509433962265
84,DUET,dm,3995,91,67,0.7362637362637363
84,DUET,db,3995,108,49,0.4537037037037037
84,DUET,ee,3995,3160,0,0.0
84,DUET,ep,3995,441,0,0.0
84,MAST,de,3995,89,81,0.9101123595505618
84,MAST,dp,3995,106,80,0.7547169811320755
84,MAST,dm,3995,91,67,0.7362637362637363
84,MAST,db,3995,108,48,0.4444444444444444
84,MAST,ee,3995,3160,0,0.0
84,MAST,ep,3995,441,0,0.0
84,wilcoxon,de,3995,89,83,0.9325842696629213
84,wilcoxon,dp,3995,106,93,0.8773584905660378
84,wilcoxon,dm,3995,91,76,0.8351648351648352
84,wilcoxon,db,3995,108,55,0.5092592592592593
84,wilcoxon,ee,3995,3160,0,0.0
84,wilcoxon,ep,3995,441,0,0.0
84,diffxpy,de,3995,89,87,0.9775280898876404
84,diffxpy,dp,3995,106,105,0.9905660377358491
84,diffxpy,dm,3995,91,86,0.945054945054945
84,diffxpy,db,3995,108,96,0.8888888888888888
84,diffxpy,ee,3995,3160,11,0.003481012658227848
84,diffxpy,ep,3995,441,3,0.006802721088435374
84,DESeq2,de,3995,89,87,0.9775280898876404
84,DESeq2,dp,3995,106,104,0.9811320754716981
